,,,±ê×¼,ME,,
07/08/2018,97,08:19,40.312023,40.3101241883444,0.00189881165562866,
07/08/2018,98,08:34,42.947853,42.9473734108786,4.79589121361812E-4,
07/08/2018,99,08:40,44.18832,44.1872815556858,0.00103844431421862,
07/08/2018,100,08:49,45.655003,45.654684241096,3.1875890399391E-4,
07/08/2018,101,08:56,47.105717,47.1060629776116,-3.45977611594606E-4,
07/08/2018,102,09:04,48.406334,48.4061649285604,1.69071439628965E-4,
07/08/2018,103,09:10,49.689735,49.6899829316092,-2.47931609223429E-4,
07/08/2018,104,09:19,51.198563,51.1994542231113,-8.91223111295858E-4,
07/08/2018,105,09:57,58.386078,58.3880250043383,-0.00194700433833361,
07/08/2018,106,10:07,60.31863,60.3208318287967,-0.00220182879670006,
07/08/2018,107,10:19,62.76004,62.7630180455282,-0.00297804552821646,
07/08/2018,108,10:22,63.282688,63.2854680625454,-0.00278006254544749,
07/08/2018,109,10:35,65.690071,65.6935621844287,-0.00349118442865404,
07/08/2018,110,10:41,66.966194,66.9699463306038,-0.00375233060384517,
07/08/2018,111,10:45,67.688423,67.6919678589336,-0.00354485893363687,
07/08/2018,112,10:54,69.384117,69.3884245191549,-0.00430751915493488,
07/08/2018,113,11:00,70.5793,70.5839171582808,-0.00461715828079434,
07/08/2018,114,11:02,70.950134,70.9544914399506,-0.00435743995060989,
07/08/2018,115,11:10,72.476837,72.4817394956827,-0.00490249568269974,
07/08/2018,116,11:16,73.542618,73.5477161372048,-0.0050981372047687,
07/08/2018,117,11:18,73.908173,73.9129617614348,-0.00478876143478146,
07/08/2018,118,11:20,74.275932,74.2810280957879,-0.00509609578786296,
07/08/2018,119,11:24,75.036736,75.0412240352917,-0.00448803529168629,
07/08/2018,120,11:28,75.816414,75.8217464084633,-0.00533240846331751,
07/08/2018,121,11:37,77.449631,77.4550154841816,-0.00538448418163284,
07/08/2018,122,11:45,78.96125,78.9672641358408,-0.00601413584081456,
07/08/2018,123,11:49,79.795578,79.8015520526495,-0.0059740526494636,
07/08/2018,124,11:54,80.672806,80.6785701163003,-0.00576411630035523,
07/08/2018,125,11:58,81.411377,81.416967600767,-0.00559060076702167,
07/08/2018,126,12:02,82.042519,82.0485750364435,-0.00605603644346786,
07/08/2018,127,23:36,81.651215,81.649169260244,0.00204573975604205,
07/08/2018,128,23:40,81.021111,81.0194075998296,0.00170340017038484,
07/08/2018,129,23:44,80.284386,80.2828675658667,0.00151843413328834,
07/08/2018,130,23:49,79.384514,79.3830240975931,0.00148990240688818,
07/08/2018,131,23:54,78.354233,78.3523675657054,0.00186543429462915,
08/08/2018,132,00:01,77.154366,77.1523901338305,0.00197586616954482,
08/08/2018,133,00:03,76.780632,76.7782901504567,0.00234184954329919,
08/08/2018,134,00:11,75.192169,75.1896685352311,0.00250046476895704,
08/08/2018,135,00:20,73.452499,73.4492113025999,0.00328769740013968,
08/08/2018,136,00:22,73.083862,73.0807127676872,0.00314923231280773,
08/08/2018,137,00:24,72.71492,72.7119199841005,0.00300001589948806,
08/08/2018,138,00:29,71.708313,71.7050147753533,0.00329822464667018,
08/08/2018,139,00:36,70.449684,70.4461975241156,0.0034864758844293,
08/08/2018,140,00:44,68.903168,68.8995043032386,0.00366369676135037,
08/08/2018,141,00:50,67.830475,67.8265668363435,0.00390816365651858,
08/08/2018,142,00:53,67.309219,67.3055778971504,0.0036411028496417,
08/08/2018,143,00:59,66.006577,66.0022422742659,0.00433472573411109,
08/08/2018,144,01:03,65.313072,65.3088773965117,0.00419460348830114,
08/08/2018,145,01:16,62.901909,62.8972410662199,0.00466793378014074,
08/08/2018,146,01:22,61.617279,61.6122044083087,0.00507459169129021,
08/08/2018,147,01:31,59.945663,59.9405051153469,0.00515788465315126,
08/08/2018,148,01:44,57.428425,57.4224948572415,0.00593014275849413,
08/08/2018,149,02:00,54.398396,54.3923688216096,0.00602717839035449,
08/08/2018,150,02:03,53.927208,53.9208269991297,0.00638100087026316,
08/08/2018,151,02:18,51.019222,51.012404048751,0.00681795124904028,
08/08/2018,152,02:24,49.898861,49.8917535323857,0.00710746761426861,
08/08/2018,153,02:33,48.235962,48.229064925409,0.00689707459095246,
08/08/2018,154,02:39,47.130653,47.1234695001588,0.007183499841247,
08/08/2018,155,03:03,42.80167,42.7934702999381,0.00819970006189408,
08/08/2018,156,04:03,32.903412,32.8945142677176,0.0088977322823709,
08/08/2018,157,04:10,31.916615,31.9067519101968,0.00986308980318995,
08/08/2018,158,04:18,30.772263,30.7627085793447,0.00955442065531642,
08/08/2018,159,04:22,30.358032,30.3479465475234,0.0100854524766021,
08/08/2018,160,04:33,28.842941,28.8331482045272,0.0097927954727588,
08/08/2018,161,04:36,28.483223,28.4737835297732,0.00943947022676284,
08/08/2018,162,04:48,27.161816,27.1525483420685,0.0092676579314741,
08/08/2018,163,04:55,26.479252,26.4692480441849,0.0100039558151472,
08/08/2018,164,05:03,25.786606,25.7769865183518,0.00961948164823667,
08/08/2018,165,05:06,25.549904,25.5398224667729,0.010081533227055,
08/08/2018,166,05:18,24.761276,24.7514342326563,0.00984176734369058,
08/08/2018,167,05:21,24.602707,24.5935579143563,0.00914908564367423,
08/08/2018,168,05:33,24.13781,24.1292920324428,0.00851796755721068,
08/08/2018,169,05:36,24.06385,24.0548950744017,0.00895492559829947,
08/08/2018,170,05:48,23.945412,23.9370080083022,0.00840399169775807,
08/08/2018,171,05:55,24.00695,23.9990911052906,0.00785889470942536,
08/08/2018,172,06:03,24.194977,24.1868510030656,0.00812599693437477,
08/08/2018,173,06:06,24.298347,24.290950953114,0.00739604688599371,
08/08/2018,174,06:18,24.871986,24.8653824660032,0.00660353399680247,
08/08/2018,175,06:21,25.057854,25.0508695518511,0.00698444814891985,
08/08/2018,176,06:33,25.944679,25.9383412192523,0.00633778074773517,
08/08/2018,177,06:36,26.20425,26.1977015813437,0.00654841865633315,
08/08/2018,178,06:48,27.36599,27.3601361968876,0.0058538031123696,
08/08/2018,179,06:55,28.130356,28.1251802603544,0.00517573964556561,
08/08/2018,180,07:03,29.075706,29.071346228655,0.00435977134504739,
08/08/2018,181,07:06,29.451969,29.4472751438694,0.00469385613062201,
08/08/2018,182,07:18,31.034748,31.0306217220121,0.00412627798793608,
08/08/2018,183,07:21,31.454521,31.4500758668188,0.00444513318115725,
08/08/2018,184,07:35,33.422855,33.4196445491261,0.00321045087386551,
08/08/2018,185,07:47,35.355236,35.3526629149012,0.00257308509875998,
08/08/2018,186,07:49,35.666382,35.6632266880908,0.00315531190921092,
08/08/2018,187,08:03,37.959953,37.9578462909078,0.00210670909222443,
08/08/2018,188,08:06,38.463165,38.4607406337231,0.00242436627692655,
08/08/2018,189,08:18,40.508713,40.5070389695076,0.00167403049240988,
08/08/2018,190,08:21,41.034916,41.0337034360048,0.00121256399521741,
08/08/2018,191,08:33,43.141754,43.1412327232614,5.21276738574272E-4,
08/08/2018,192,08:36,43.680153,43.6793542181151,7.98781884945754E-4,
08/08/2018,193,08:48,45.84687,45.8466155777533,2.544222466625E-4,
08/08/2018,194,08:56,47.301739,47.3018948670814,-1.5586708137505E-4,
08/08/2018,195,09:03,48.590916,48.5910332966265,-1.17296626505947E-4,
08/08/2018,196,09:06,49.148819,49.1493039186055,-4.84918605508256E-4,
08/08/2018,197,09:18,51.379929,51.3811198239538,-0.00119082395375614,
08/08/2018,198,09:21,51.94521,51.9461361368558,-9.26136855802895E-4,
08/08/2018,199,09:57,58.604031,58.6060864882089,-0.00205548820891721,
08/08/2018,200,09:58,58.956043,58.9585388532246,-0.00249585322459467,
08/08/2018,201,10:00,59.3409,59.3429193850129,-0.00201938501294308,
08/08/2018,202,10:04,60.004494,60.0072383235886,-0.00274432358862242,
08/08/2018,203,10:06,60.37685,60.3793212706487,-0.00247127064871933,
08/08/2018,204,10:21,63.28986,63.2923725065934,-0.00251250659336222,
08/08/2018,205,10:25,64.098297,64.1015254130568,-0.00322841305680299,
08/08/2018,206,10:34,65.700493,65.7037490340294,-0.00325603402941965,
08/08/2018,207,10:38,66.582504,66.5857268314947,-0.00322283149466784,
08/08/2018,208,10:44,67.702209,67.7058360799236,-0.00362707992364619,
08/08/2018,209,10:48,68.490295,68.494396518093,-0.00410151809302306,
08/08/2018,210,10:53,69.389175,69.3934733035867,-0.00429830358673655,
08/08/2018,211,10:57,70.214325,70.2186201067733,-0.00429510677329858,
08/08/2018,212,11:02,71.070168,71.0744900467269,-0.0043220467269407,
08/08/2018,213,11:10,72.65789,72.6625338215745,-0.00464382157451837,
08/08/2018,214,11:16,73.717934,73.7226939649376,-0.00475996493761954,
08/08/2018,215,11:18,74.083687,74.0881223891329,-0.00443538913287966,
08/08/2018,216,11:20,74.454735,74.4595244568324,-0.0047894568324125,
08/08/2018,217,11:23,75.046097,75.0505339612055,-0.0044369612054993,
08/08/2018,218,11:27,75.823463,75.8287288058516,-0.00526580585155045,
08/08/2018,219,11:36,77.471214,77.476343415465,-0.00512941546500656,
08/08/2018,220,11:40,78.317909,78.3231032110989,-0.00519421109889606,
08/08/2018,221,11:43,78.755257,78.760969327285,-0.00571232728495374,
08/08/2018,222,11:49,79.903519,79.9092196059745,-0.00570060597448219,
08/08/2018,223,11:53,80.680008,80.6856456998267,-0.00563769982669271,
08/08/2018,224,11:57,81.416992,81.422129514152,-0.00513751415202535,
08/08/2018,225,12:01,82.052162,82.0578181980652,-0.00565619806518214,
08/08/2018,226,23:37,81.64946,81.647949998353,0.00151000164697734,
08/08/2018,227,23:41,81.019119,81.0171731903109,0.00194580968910429,
08/08/2018,228,23:45,80.256187,80.2548559868494,0.00133101315064721,
08/08/2018,229,23:49,79.407928,79.4061598871426,0.00176811285736278,
08/08/2018,230,23:53,78.636948,78.6349286521582,0.00201934784179514,
08/08/2018,231,23:55,78.26741,78.2654884211143,0.00192157888572808,
09/08/2018,232,00:02,77.056419,77.0542742325234,0.00214476747662218,
09/08/2018,233,00:06,76.206947,76.2044068972071,0.00254010279286376,
09/08/2018,234,00:11,75.351402,75.3492204280648,0.00218157193518209,
09/08/2018,235,00:20,73.642303,73.639326540549,0.00297645945101976,
09/08/2018,236,00:22,73.273506,73.2706734200296,0.00283257997040209,
09/08/2018,237,00:24,72.809753,72.8070859548545,0.00266704514545779,
09/08/2018,238,00:28,72.052307,72.0492949168399,0.00301208316005841,
09/08/2018,239,00:30,71.68235,71.679488583826,0.00286141617402791,
09/08/2018,240,00:37,70.451904,70.4483438149689,0.00356018503107691,
09/08/2018,241,00:45,68.895218,68.8913665428133,0.0038514571866699,
09/08/2018,242,00:51,67.815826,67.8116678855576,0.0041581144423759,
09/08/2018,243,00:53,67.307755,67.3032324757588,0.00452252424118171,
09/08/2018,244,00:57,66.534912,66.5307156896904,0.00419631030962364,
09/08/2018,245,01:04,65.306877,65.3030032896615,0.00387371033846762,
09/08/2018,246,01:08,64.435638,64.4312805937235,0.00435740627646908,
09/08/2018,247,01:16,62.899445,62.8946676573601,0.00477734263992602,
09/08/2018,248,01:20,62.145493,62.1409087359024,0.00458426409761614,
09/08/2018,249,01:43,57.766888,57.7611476988649,0.00574030113513402,
09/08/2018,250,01:57,55.115299,55.1094233357418,0.00587566425817698,
09/08/2018,251,02:04,53.924484,53.9183737569978,0.0061102430021549,
09/08/2018,252,02:14,51.917324,51.9105728763107,0.00675112368932673,
09/08/2018,253,02:19,51.068279,51.061116773,0.00716222700004465,
09/08/2018,254,02:28,49.313419,49.3065597337961,0.00685926620386823,
09/08/2018,255,02:33,48.418983,48.4117831385648,0.00719986143519691,
09/08/2018,256,02:37,47.656609,47.6495772885131,0.00703171148687431,
09/08/2018,257,02:48,45.675209,45.6675307961507,0.00767820384930218,
09/08/2018,258,02:56,44.241646,44.2342094316516,0.00743656834843165,
09/08/2018,259,03:03,42.994087,42.9859124119413,0.00817458805865812,
09/08/2018,260,03:07,42.265308,42.2574063491843,0.00790165081572525,
09/08/2018,261,03:18,40.377693,40.3692317449066,0.0084612550933798,
09/08/2018,262,03:22,39.671104,39.6623915902871,0.00871240971285658,
09/08/2018,263,03:33,37.84391,37.8353629975305,0.00854700246950557,
09/08/2018,264,03:37,37.167542,37.1584703671482,0.00907163285175727,
09/08/2018,265,03:48,35.418324,35.4089770552746,0.00934694472537956,
09/08/2018,266,03:56,34.163197,34.1539647674164,0.00923223258358519,
09/08/2018,267,04:03,33.133247,33.1241592232037,0.00908777679628514,
09/08/2018,268,04:07,32.52779,32.5184089705054,0.00938102949456976,
09/08/2018,269,04:18,31.007561,30.9981614657407,0.00939953425926987,
09/08/2018,270,04:22,30.459106,30.4494747711187,0.00963122888128964,
09/08/2018,271,04:33,29.090004,29.080000089381,0.0100039106189556,
09/08/2018,272,04:48,27.420338,27.4109122010465,0.00942579895347961,
09/08/2018,273,04:56,26.640957,26.6310160439936,0.00994095600643874,
09/08/2018,274,05:22,24.828461,24.819722191993,0.00873880800700633,
09/08/2018,275,05:33,24.421776,24.4131826067635,0.0085933932364739,
09/08/2018,276,05:37,24.325615,24.3168607843095,0.00875421569050161,
09/08/2018,277,05:48,24.231354,24.2229075169793,0.00844648302072315,
09/08/2018,278,05:56,24.310844,24.3033557884031,0.00748821159687552,
09/08/2018,279,06:03,24.479073,24.4709773415279,0.00809565847210081,
09/08/2018,280,06:07,24.622147,24.6150929606937,0.00705403930626858,
09/08/2018,281,06:18,25.150551,25.1438713000206,0.00667969997939366,
09/08/2018,282,06:22,25.406685,25.3998869798415,0.00679802015847386,
09/08/2018,283,06:33,26.214527,26.2082564575212,0.00627054247884118,
09/08/2018,284,06:37,26.56929,26.5628903349774,0.00639966502256684,
09/08/2018,285,06:48,27.625504,27.6196844417826,0.00581955821738944,
09/08/2018,286,06:56,28.513695,28.5085981175876,0.00509688241242401,
09/08/2018,287,07:03,29.324284,29.3198539242699,0.00443007573005616,
09/08/2018,288,07:07,29.838867,29.8343068789803,0.00456012101975034,
09/08/2018,289,07:18,31.272141,31.2681735411688,0.00396745883124439,
09/08/2018,290,07:22,31.846012,31.841945642101,0.00406635789899212,
09/08/2018,291,07:33,33.420193,33.4165634414099,0.00362955859012715,
09/08/2018,292,07:37,34.041405,34.0384803948999,0.00292460510009818,
09/08/2018,293,07:48,35.731846,35.7295255176592,0.00232048234077098,
09/08/2018,294,07:56,37.03838,37.0358210653119,0.00255893468813184,
09/08/2018,295,08:03,38.16935,38.1674457570763,0.00190424292375013,
09/08/2018,296,08:07,38.858509,38.8564636357493,0.00204536425073343,
09/08/2018,297,08:18,40.714325,40.7123490175843,0.00197598241574326,
09/08/2018,298,08:22,41.427223,41.426135585021,0.00108741497901832,
09/08/2018,299,08:33,43.338089,43.337562153995,5.26846005023174E-4,
09/08/2018,300,08:37,44.074665,44.0740168953056,6.48104694448648E-4,
09/08/2018,301,08:48,46.035191,46.0348129269505,3.7807304951798E-4,
09/08/2018,302,08:56,47.487366,47.4877401433272,-3.74143327235288E-4,
09/08/2018,303,09:03,48.778065,48.7780972496406,-3.22496406255368E-5,
09/08/2018,304,09:20,51.801369,51.8017211267774,-3.52126777443118E-4,
09/08/2018,305,09:33,54.305489,54.3068809506443,-0.00139195064434716,
09/08/2018,306,09:44,56.483562,56.485272050823,-0.00171005082300724,
09/08/2018,307,09:58,59.143997,59.1465381526998,-0.00254115269976296,
09/08/2018,308,10:05,60.336044,60.3379384139711,-0.00189441397111523,
09/08/2018,309,10:15,62.387096,62.3902350813772,-0.0031390813771992,
09/08/2018,310,10:20,63.294792,63.2978457629194,-0.00305376291935033,
09/08/2018,311,10:43,67.704414,67.7085388614517,-0.00412486145172863,
09/08/2018,312,10:47,68.499924,68.5037329698056,-0.00380896980561829,
09/08/2018,313,10:52,69.3992,69.4031878816851,-0.00398788168514841,
09/08/2018,314,10:56,70.215363,70.2192258289454,-0.00386282894542944,
09/08/2018,315,11:01,71.074844,71.0787692794748,-0.0039252794748279,
09/08/2018,316,11:09,72.647423,72.6521103239591,-0.00468732395910365,
09/08/2018,317,11:15,73.711464,73.7163215998635,-0.00485759986347034,
09/08/2018,318,11:17,74.086273,74.091536096793,-0.00526309679300141,
09/08/2018,319,11:19,74.448952,74.4538316912739,-0.00487969127394194,
09/08/2018,320,11:22,75.052696,75.0579999041257,-0.00530390412573922,
09/08/2018,321,11:26,75.83181,75.836982656966,-0.00517265696601044,
09/08/2018,322,11:35,77.472092,77.4770758509945,-0.00498385099453458,
09/08/2018,323,11:39,78.344162,78.3498000445282,-0.00563804452815475,
09/08/2018,324,11:42,78.761185,78.7664547242723,-0.00526972427233829,
09/08/2018,325,11:48,79.929337,79.9348351269811,-0.00549812698113783,
09/08/2018,326,11:52,80.691704,80.6969293418661,-0.00522534186613655,
09/08/2018,327,11:56,81.428551,81.4345266994601,-0.00597569946005194,
09/08/2018,328,11:59,82.053284,82.0589924651435,-0.00570846514348489,
09/08/2018,329,23:41,81.020729,81.0185715311847,0.00215746881525547,
09/08/2018,330,23:45,80.269196,80.2674454715379,0.00175052846205404,
09/08/2018,331,23:49,79.531021,79.5290264643081,0.00199453569184982,
09/08/2018,332,23:51,79.174942,79.172847478504,0.00209452149603351,
09/08/2018,333,23:57,78.131424,78.1292108583628,0.0022131416371991,
10/08/2018,334,00:03,77.040314,77.0378141143773,0.00249988562269721,
10/08/2018,335,00:07,76.167023,76.1650302512279,0.00199274877205369,
10/08/2018,336,00:12,75.289207,75.2868873050806,0.0023196949193931,
10/08/2018,337,00:29,72.015411,72.0122063621867,0.00320463781326907,
10/08/2018,338,01:46,57.351105,57.3452745780369,0.0058304219630827,
10/08/2018,339,01:59,54.883934,54.8778283682463,0.00610563175369805,
10/08/2018,340,02:33,48.596825,48.5900699390221,0.00675506097788769,
10/08/2018,341,02:37,47.818001,47.8107541439942,0.0072468560058212,
10/08/2018,342,02:48,45.861126,45.8534687947618,0.00765720523820335,
10/08/2018,343,02:56,44.42157,44.4140504750112,0.00751952498877984,
10/08/2018,344,03:03,43.185886,43.1774110740189,0.0084749259811403,
10/08/2018,345,03:07,42.438293,42.4301889440107,0.00810405598926423,
10/08/2018,346,03:18,40.575375,40.5673696962168,0.00800530378315756,
10/08/2018,347,03:33,38.052856,38.0440421627894,0.0088138372105746,
10/08/2018,348,04:13,31.892204,31.8829305919796,0.00927340802044085,
10/08/2018,349,04:18,31.243721,31.2343368080128,0.00938419198716645,
10/08/2018,350,04:22,30.681255,30.6714528340407,0.00980216595927885,
10/08/2018,351,04:33,29.338024,29.3280288044958,0.00999519550417105,
10/08/2018,352,04:37,28.840767,28.8314454872015,0.00932151279852889,
10/08/2018,353,04:48,27.680065,27.6709551745614,0.00910982543857131,
10/08/2018,354,04:56,26.896629,26.8868873737788,0.00974162622120289,
10/08/2018,355,05:22,25.105278,25.0964797584933,0.00879824150666764,
10/08/2018,356,05:48,24.521362,24.5130232667982,0.00833873320178569,
10/08/2018,357,05:56,24.60247,24.5949914020177,0.00747859798227424,
10/08/2018,358,06:19,25.471649,25.4651858568676,0.00646314313237895,
10/08/2018,359,06:32,26.42704,26.4205391798922,0.00650082010782782,
10/08/2018,360,06:34,26.586475,26.5804285375802,0.00604646241980333,
10/08/2018,361,06:48,27.893856,27.887991764223,0.0058642357769827,
10/08/2018,362,06:56,28.783997,28.7789609479934,0.00503605200656665,
10/08/2018,363,07:03,29.580341,29.5758383315858,0.00450266841420088,
10/08/2018,364,07:07,30.104382,30.0999326056335,0.00444939436653868,
10/08/2018,365,07:18,31.515465,31.5112614922928,0.00420350770715316,
10/08/2018,366,07:22,32.102562,32.0984503631613,0.00411163683874349,
10/08/2018,367,07:33,33.653111,33.6493726054705,0.00373839452948488,
10/08/2018,368,07:37,34.289051,34.2862579404458,0.0027930595542216,
10/08/2018,369,07:48,35.955353,35.9529517756331,0.00240122436687784,
10/08/2018,370,07:56,37.273327,37.2708675741565,0.00245942584352576,
10/08/2018,371,08:03,38.382015,38.3797943605317,0.00222063946826268,
10/08/2018,372,08:07,39.091171,39.089062149981,0.00210885001901318,
10/08/2018,373,08:18,40.921978,40.9202281322384,0.00174986776163877,
10/08/2018,374,08:33,43.542801,43.5422266441843,5.74355815679439E-4,
10/08/2018,375,08:37,44.295498,44.2950196902508,4.78309749219363E-4,
10/08/2018,376,08:48,46.231464,46.2313437244755,1.20275524473357E-4,
10/08/2018,377,08:56,47.678509,47.6788556471811,-3.46647181132198E-4,
10/08/2018,378,09:03,48.970364,48.9703846533648,-2.06533647642004E-5,
10/08/2018,379,09:18,51.752632,51.7537515363299,-0.00111953632994499,
10/08/2018,380,09:22,52.547581,52.5484835735969,-9.02573596860634E-4,
10/08/2018,381,09:32,54.319214,54.3204827919928,-0.00126879199280694,
10/08/2018,382,09:43,56.501286,56.5026777121205,-0.00139171212049405,
10/08/2018,383,09:57,59.159538,59.1617839934326,-0.00224599343259513,
10/08/2018,384,10:04,60.343388,60.3461452462621,-0.00275724626209239,
